Average,BYTE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:SHORT:YEAR_MONTH;DAY_TIME:DECIMAL:DOUBLE:YEAR_MONTH
StringTrimLeft,STRING;STRING;STRING
StringTrimRight,STRING;STRING;STRING
StringInstr,STRING;STRING;INTEGER
SubstringIndex,STRING;STRING;INTEGER;STRING
StringLocate,STRING;STRING;INTEGER;INTEGER
StringLPad,STRING;INTEGER;STRING;STRING
StringRPad,STRING;INTEGER;STRING;STRING
InitCap,STRING;STRING
StringRepeat,STRING;INTEGER;STRING
StringSpace,INTEGER;STRING
Substring,BINARY:STRING;INTEGER;INTEGER;BINARY:STRING
EphemeralSubstring,STRING;INTEGER;INTEGER;STRING
Length,BINARY:STRING;INTEGER
BitLength,BINARY:STRING;INTEGER
OctetLength,BINARY:STRING;INTEGER
SoundEx,STRING;STRING
Ascii,STRING;INTEGER
Chr,LONG;STRING
Base64,BINARY;STRING
UnBase64,STRING;BINARY
CreateNamedStruct,ARRAY:BINARY:BOOLEAN:BYTE:CALENDAR:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:MAP:NULL:SHORT:STRING:STRUCT:TIMESTAMP:YEAR_MONTH;STRUCT
GetStructField,STRUCT;ARRAY:BINARY:BOOLEAN:BYTE:CALENDAR:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:MAP:SHORT:STRING:STRUCT:TIMESTAMP:YEAR_MONTH
WindowExpression,ARRAY:BINARY:BOOLEAN:BYTE:CALENDAR:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:MAP:NULL:SHORT:STRING:STRUCT:TIMESTAMP:YEAR_MONTH;UNDEFINED;BOOLEAN:BYTE:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:SHORT:TIMESTAMP:YEAR_MONTH
Lead,BINARY:BOOLEAN:BYTE:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:NULL:SHORT:STRING:TIMESTAMP:YEAR_MONTH;INTEGER;BINARY:BOOLEAN:BYTE:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:NULL:SHORT:STRING:TIMESTAMP:YEAR_MONTH;BINARY:BOOLEAN:BYTE:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:NULL:SHORT:STRING:TIMESTAMP:YEAR_MONTH
Lag,BINARY:BOOLEAN:BYTE:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:NULL:SHORT:STRING:TIMESTAMP:YEAR_MONTH;INTEGER;BINARY:BOOLEAN:BYTE:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:NULL:SHORT:STRING:TIMESTAMP:YEAR_MONTH;BINARY:BOOLEAN:BYTE:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:NULL:SHORT:STRING:TIMESTAMP:YEAR_MONTH
RowNumber,INTEGER
CumeDist,DOUBLE
NthValue,BINARY:BOOLEAN:BYTE:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:NULL:SHORT:STRING:TIMESTAMP:YEAR_MONTH;INTEGER;BINARY:BOOLEAN:BYTE:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:NULL:SHORT:STRING:TIMESTAMP:YEAR_MONTH
NTile,INTEGER;INTEGER
Rank,BINARY:BOOLEAN:BYTE:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:NULL:SHORT:STRING:TIMESTAMP:YEAR_MONTH;INTEGER
DenseRank,BINARY:BOOLEAN:BYTE:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:NULL:SHORT:STRING:TIMESTAMP:YEAR_MONTH;INTEGER
PercentRank,BINARY:BOOLEAN:BYTE:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:NULL:SHORT:STRING:TIMESTAMP:YEAR_MONTH;DOUBLE
BitwiseGet,BYTE:INTEGER:LONG:SHORT;INTEGER;BYTE
TimestampAddYMInterval,TIMESTAMP;YEAR_MONTH;TIMESTAMP
DateAddYMInterval,DATE;YEAR_MONTH;DATE
MakeYMInterval,INTEGER;INTEGER;YEAR_MONTH
MakeDTInterval,INTEGER;INTEGER;INTEGER;DECIMAL;DAY_TIME
DivideYMInterval,YEAR_MONTH;BYTE:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:SHORT;YEAR_MONTH
DivideDTInterval,DAY_TIME;BYTE:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:SHORT;DAY_TIME
MultiplyYMInterval,YEAR_MONTH;BYTE:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:SHORT;YEAR_MONTH
MultiplyDTInterval,DAY_TIME;BYTE:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:SHORT;DAY_TIME
Product,DOUBLE;DOUBLE
TimestampAdd,INTEGER;TIMESTAMP;TIMESTAMP
TimestampDiff,TIMESTAMP;TIMESTAMP;LONG
BloomFilterMightContain,BINARY:NULL;LONG:NULL;BOOLEAN
RegrR2,DOUBLE;DOUBLE;DOUBLE
RoundCeil,DECIMAL;INTEGER;DECIMAL
RoundFloor,DECIMAL;INTEGER;DECIMAL
Sec,DOUBLE;DOUBLE
Csc,DOUBLE;DOUBLE
BinaryPad,BINARY;INTEGER;BINARY;BINARY
RegrIntercept,DOUBLE;DOUBLE;DOUBLE
RegrReplacement,DOUBLE;DOUBLE
RegrSlope,DOUBLE;DOUBLE;DOUBLE
RegrSXY,DOUBLE;DOUBLE;DOUBLE
NullIndex,ARRAY:BINARY:BOOLEAN:BYTE:CALENDAR:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:MAP:NULL:SHORT:STRING:STRUCT:TIMESTAMP:YEAR_MONTH;INTEGER
EWM,BOOLEAN:BYTE:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:SHORT;DOUBLE
BitmapBitPosition,LONG;LONG
BitmapBucketNumber,LONG;LONG
BitmapCount,BINARY;LONG
LastNonNull,ARRAY:BINARY:BOOLEAN:BYTE:CALENDAR:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:MAP:NULL:SHORT:STRING:STRUCT:TIMESTAMP:YEAR_MONTH;ARRAY:BINARY:BOOLEAN:BYTE:CALENDAR:DATE:DAY_TIME:DECIMAL:DOUBLE:FLOAT:INTEGER:LONG:MAP:NULL:SHORT:STRING:STRUCT:TIMESTAMP:YEAR_MONTH
GetTimestamp,DATE:STRING:TIMESTAMP;STRING;TIMESTAMP
